Gene,Transcript,Prot_length
BEST4,NM_153274,473
AK5,NM_174858,562
FAM167B,NM_032648,163
MRPL20,NM_017971,149
ZBTB8A,NM_001040441,441
AGO3,NM_024852,860
S100PBP,NM_022753,408
SFN,NM_006142,248
EFHD2,NM_024329,240
YRDC,NM_024640,279
MUL1,NM_024544,352
LPAR3,NM_012152,353
HECTD3,NM_024602,861
TAS1R3,NM_152228,852
CCDC27,NM_152492,656
DVL1,NM_001330311,695
DDAH1,NM_012137,285
PDIK1L,NM_152835,341
PARK7,NM_007262,189
KDF1,NM_152365,398
DNAJC11,NM_018198,559
PRDX1,NM_181697,199
MED8,NM_201542,268
RNF11,NM_014372,154
FBLIM1,NM_017556,373
CNR2,NM_001841,360
SMAP2,NM_022733,429
KIF2C,NM_006845,725
PRDM16,NM_022114,1276
NPHP4,NM_015102,1426
C1orf174,NM_207356,243
RPF1,NM_025065,349
PTGFR,NM_000959,359
MYCL,NM_001033081,364
SCP2,NM_002979,547
RPS6KA1,NM_002953,735
KLHL21,NM_014851,597
SYDE2,NM_032184,1194
TEX46,NM_001242521,121
SH2D5,NM_001103161,423
ADGRL4,NM_022159,690
SRM,NM_003132,302
RNF223,NM_001205252,249
RERE,NM_001042681,1566
GNG5,NM_005274,68
TCTEX1D1,NM_152665,179
CYP4A22,NM_001010969,519
ZNF362,NM_152493,420
MICOS10,NM_001032363,78
UBR4,NM_020765,5183
KANK4,NM_181712,995
DNAJB4,NM_007034,337
CLCN6,NM_001286,869
ICMT,NM_012405,284
NIPAL3,NM_020448,406
PABPC4,NM_001135653,660
TSPAN1,NM_005727,241
GBP3,NM_018284,595
SPATA6,NM_019073,488
CDCA8,NM_001256875,280
AGO1,NM_012199,857
PIGK,NM_005482,395
ZZZ3,NM_015534,903
HES2,NM_019089,173
FHL3,NM_004468,280
TMEM82,NM_001013641,343
PITHD1,NM_020362,211
RNF186,NM_019062,227
DHDDS,NM_205861,333
ERICH3,NM_001002912,1530
RNF220,NM_018150,566
SLC35D1,NM_015139,355
TXLNA,NM_175852,546
RSPO1,NM_001242908,263
GNG12,NM_018841,72
GPR3,NM_005281,330
CLCNKA,NM_004070,687
AKR7A3,NM_012067,331
YIPF1,NM_018982,306
TMEM51,NM_001136218,253
ZNF691,NM_001242739,315
THRAP3,NM_005119,955
SMPDL3B,NM_014474,455
DRAXIN,NM_198545,349
FBXO42,NM_018994,717
ERRFI1,NM_018948,462
OTUD3,NM_015207,398
PADI4,NM_012387,663
RIMKLA,NM_173642,391
PIK3R3,NM_003629,461
PHF13,NM_153812,300
CLCA4,NM_012128,919
HEYL,NM_014571,328
LRRC42,NM_001256409,428
ZMYM1,NM_024772,1142
SNIP1,NM_024700,396
MTF1,NM_005955,753
CAMK2N1,NM_018584,78
UBE4B,NM_001105562,1302
LRRIQ3,NM_001105659,624
ZNF436,NM_001077195,470
DLGAP3,NM_001080418,979
NKAIN1,NM_024522,207
FYB2,NM_001004303,728
RPE65,NM_000329,533
SGIP1,NM_032291,828
FNDC10,NM_001242659,226
MAD2L2,NM_006341,211
SAMD11,NM_152486,681
EDN2,NM_001956,178
ATP13A2,NM_022089,1180
HHLA3,NM_001031693,121
C1QB,NM_000491,253
OMA1,NM_145243,524
IFI44L,NM_006820,452
TPRG1L,NM_182752,272
NOL9,NM_024654,702
MTFR1L,NM_001099625,292
CTBS,NM_004388,385
MORN1,NM_024848,497
LSM10,NM_032881,123
GPR153,NM_207370,609
C1orf50,NM_024097,199
PARS2,NM_152268,475
RBMXL1,NM_001162536,390
GPX7,NM_015696,187
RPL22,NM_000983,128
RPA2,NM_002946,270
ADPRS,NM_017825,363
NUDC,NM_006600,331
TMEM52,NM_178545,209
EPS15,NM_001981,896
CDKN2C,NM_078626,168
WDR78,NM_024763,848
CEP104,NM_014704,925
KAZN,NM_201628,775
CNKSR1,NM_006314,713
HES5,NM_001010926,166
ARHGEF10L,NM_018125,1279
HMGCL,NM_000191,325
CASP9,NM_001229,416
MCOLN3,NM_018298,553
SLC9A1,NM_003047,815
UQCRH,NM_006004,91
L1TD1,NM_019079,865
LRRC47,NM_020710,583
TMEM54,NM_033504,222
NASP,NM_002482,788
HTR6,NM_000871,440
ZMPSTE24,NM_005857,475
COL16A1,NM_001856,1604
ANKRD13C,NM_030816,541
WNT4,NM_030761,351
MYSM1,NM_001085487,828
ZMYND12,NM_032257,365
GABRD,NM_000815,452
KIAA2013,NM_138346,634
DFFA,NM_004401,331
CDA,NM_001785,146
C1orf94,NM_001134734,598
PLPP3,NM_003713,311
TMEM50A,NM_014313,157
IL22RA1,NM_021258,574
MAP3K6,NM_004672,1288
YTHDF2,NM_016258,579
ALPL,NM_000478,524
PHACTR4,NM_001048183,702
NCMAP,NM_001010980,102
ARHGEF19,NM_153213,802
C1orf216,NM_152374,229
SSU72,NM_014188,194
ZBTB8B,NM_001145720,495
KIAA0319L,NM_024874,1049
ARHGEF16,NM_014448,709
RSRP1,NM_020317,290
MRTO4,NM_016183,239
TIE1,NM_005424,1138
SHISAL2A,NM_001042693,190
TNFRSF4,NM_003327,277
RHBDL2,NM_017821,303
NOC2L,NM_015658,749
DMAP1,NM_019100,467
ID3,NM_002167,119
MMACHC,NM_015506,282
SYTL1,NM_001193308,562
KPNA6,NM_012316,536
GPBP1L1,NM_021639,474
KYAT3,NM_001008661,454
DDI2,NM_032341,399
TRABD2B,NM_001194986,517
ZMYM6,NM_007167,1325
PTCH2,NM_003738,1203
NDC1,NM_018087,674
BMP8B,NM_001720,402
LDLRAD1,NM_001010978,205
FAM183A,NM_001101376,134
PRKACB,NM_182948,398
CCDC17,NM_001114938,622
SNRNP40,NM_004814,357
EXOSC10,NM_001001998,885
CYP4Z1,NM_178134,505
TEKT2,NM_014466,430
HDAC1,NM_004964,482
RPS8,NM_001012,208
TNFRSF1B,NM_001066,461
LYPLA2,NM_007260,231
COL9A2,NM_001852,689
FNDC5,NM_153756,212
TM2D1,NM_032027,207
CDC42,NM_001791,191
PLEKHN1,NM_032129,611
PLEKHN1,NM_001160184,576
VWA5B1,NM_001039500,1215
GJB4,NM_153212,266
SH3D21,NM_024676,645
SH3D21,NM_001162530,756
CFAP57,NM_001195831,1283
MIB2,NM_001170686,1009
MIB2,NM_001170689,753
MIB2,NM_080875,1013
MIB2,NM_001170687,999
SAMD13,NM_001134664,102
CFAP74,NM_001304360,1639
SAMD13,NM_001010971,116
SAMD13,NM_001134663,102
KIAA0754,NM_015038,1427
PLA2G2C,NM_001316722,150
CDC42,NM_044472,191
AK2,NM_001625,239
PTP4A2,NM_001195100,142
PTP4A2,NM_001195101,136
PERM1,NM_001291366,790
PERM1,NM_001291367,676
DMBX1,NM_172225,377
DMBX1,NM_147192,382
SPATA1,NM_001310156,437
SCNN1D,NM_001130413,802
SRARP,NM_178840,169
TEX38,NM_001145474,206
CELA3B,NM_007352,270
JUN,NM_002228,331
C1orf210,NM_182517,113
CELA3A,NM_005747,270
ATAD3B,NM_031921,648
PIK3CD,NM_005026,1044
IL23R,NM_144701,629
LDLRAD2,NM_001013693,272
USP48,NM_032236,1035
TCEA3,NM_003196,348
ACTRT2,NM_080431,377
EIF2B3,NM_020365,452
IPP,NM_005897,584
PANK4,NM_018216,773
MTOR,NM_004958,2549
MFAP2,NM_002403,183
TRIT1,NM_017646,467
ANGPTL3,NM_014495,460
LRP8,NM_004631,963
ATAD3A,NM_001170535,586
SLC2A5,NM_003039,501
ZYG11A,NM_001004339,759
TACSTD2,NM_002353,323
C1QTNF12,NM_001014980,302
CYP4B1,NM_001099772,512
SLC30A2,NM_001004434,372
CLDN19,NM_148960,224
TMEM59,NM_004872,323
CTRC,NM_007272,268
DNALI1,NM_003462,258
SLC35E2B,NM_001290264,405
CACHD1,NM_020925,1274
MASP2,NM_006610,686
OXCT2,NM_022120,517
ZMYM4,NM_005095,1548
ERI3,NM_024066,337
MECR,NM_016011,373
DIRAS3,NM_004675,229
KTI12,NM_138417,354
NPPA,NM_006172,151
FABP3,NM_004102,133
PLA2G2E,NM_014589,142
FOXD3,NM_012183,478
ASB17,NM_080868,295
RCAN3,NM_013441,241
EXTL1,NM_004455,676
CTH,NM_001902,405
GJA9,NM_030772,515
HPDL,NM_032756,371
AJAP1,NM_018836,411
CELA2B,NM_015849,269
SYNC,NM_030786,482
TYW3,NM_138467,259
POU3F1,NM_002699,451
NADK,NM_023018,446
ATAD3C,NM_001039211,411
PLA2G2D,NM_012400,145
KLF17,NM_173484,389
HES3,NM_001024598,186
TMEM54,NM_001329722,240
HNRNPR,NM_001297622,494
CCNL2,NM_001350499,389
KHDRBS1,NM_001271878,404
DMAP1,NM_001034023,467
MYCL,NM_005376,236
CCNL2,NM_001320155,298
TMEM125,NM_001320244,219
CAPZB,NM_001313932,112
SLC66A1,NM_001287531,180
PPP1R8,NM_138558,209
LZIC,NM_001316973,190
MASP2,NM_139208,185
C1QA,NM_001347465,245
SCP2,NM_001193600,503
DPH2,NM_001319168,413
MYCL,NM_001033082,394
NFIA,NM_001145512,554
CTNNBIP1,NM_001012329,81
MED18,NM_001127350,208
OSBPL9,NM_148906,719
WDR78,NM_207014,545
AZIN2,NM_001350399,365
DFFA,NM_213566,268
LRP8,NM_017522,700
CYP4B1,NM_001319163,348
MECR,NM_001349715,408
CD164L2,NM_207397,173
HNRNPR,NM_001297620,595
CAMTA1,NM_001349624,584
NADK,NM_001198994,591
ATP6V0B,NM_001294333,261
CA6,NM_001270501,248
NFIA,NM_005595,498
ST6GALNAC3,NM_001349107,269
DDAH1,NM_001134445,182
C1QC,NM_001114101,245
PRKACB,NM_207578,257
EMC1,NM_001271428,992
THRAP3,NM_001321471,955
DPH2,NM_001319165,413
PKN2,NM_001320709,968
CDC42,NM_001039802,191
TMEM39B,NM_001319679,293
KIAA1522,NM_001198972,1035
AK2,NM_001319141,232
OSBPL9,NM_001350210,521
ROR1,NM_001083592,393
ZC3H12A,NM_001323550,599
NDC1,NM_001168551,634
DPH2,NM_001039589,261
NPHP4,NM_001291593,913
PABPC4,NM_001135654,631
NADK,NM_001198993,446
SGIP1,NM_001308203,631
MORN1,NM_001301060,350
USP48,NM_001350164,968
SCP2,NM_001007099,143
TP73,NM_001204191,491
AGBL4,NM_001323575,494
CCDC17,NM_001190182,613
DHRS3,NM_001324370,217
ST6GALNAC3,NM_001160011,210
NPHP4,NM_001291594,914
DOCK7,NM_001272002,632
CNKSR1,NM_001297648,455
C1orf158,NM_001330361,156
AZIN2,NM_001350398,365
IFI6,NM_022872,134
SH2D5,NM_001103160,339
SZRD1,NM_001271869,151
TEX38,NM_001300863,152
TP73,NM_001204190,506
CCNL2,NM_001320153,298
CAMTA1,NM_001349610,1565
AK2,NM_001319139,184
SRRM1,NM_001303448,916
INPP5B,NM_001350227,693
AJAP1,NM_001042478,411
TP73,NM_001126241,450
MECR,NM_001349717,323
C1QC,NM_001347620,156
STMN1,NM_001145454,174
SH3GLB1,NM_001206652,386
NMNAT1,NM_001297779,160
CCNL2,NM_001350498,298
HNRNPR,NM_001102398,636
OSBPL9,NM_001350208,550
PPIH,NM_001330510,134
DDAH1,NM_001330655,185
DHRS3,NM_001319225,217
KANK4,NM_001320269,367
AK2,NM_013411,232
ZYG11A,NM_001307931,417
TMEM54,NM_001329725,169
CA6,NM_001270500,313
PDIK1L,NM_001243533,341
SERINC2,NM_001199039,400
ATP13A2,NM_001141974,1158
DEPDC1,NM_017779,527
HS2ST1,NM_001134492,229
DPH2,NM_001319171,341
TMEM59,NM_001305050,257
GALE,NM_001127621,348
CTPS1,NM_001301237,435
TTLL7,NM_001350215,860
ELOVL1,NM_001256402,198
HSPG2,NM_001291860,4392
CALML6,NM_001330313,164
AK4,NM_001330616,171
CLDN19,NM_001123395,211
FOXJ3,NM_001198850,622
OSBPL9,NM_148909,746
SF3A3,NM_001320830,448
COL8A2,NM_001294347,638
CDK11A,NM_001313896,783
FBXO44,NM_183412,224
DPH2,NM_001319166,398
PTPRU,NM_005704,1446
TMEM39B,NM_001319678,293
CAMTA1,NM_001349616,704
SYTL1,NM_032872,550
MED8,NM_001001653,179
AZIN2,NM_001301823,365
SYF2,NM_207170,201
SLC30A2,NM_032513,323
C1orf210,NM_001164829,113
RHBDL2,NM_001304746,383
AZIN2,NM_001301824,365
ECE1,NM_001113348,754
PLOD1,NM_001316320,774
LZIC,NM_001316974,211
ASAP3,NM_001143778,894
EPS15,NM_001159969,582
TNFRSF18,NM_148901,255
TP73,NM_001126240,587
PIK3R3,NM_001303429,402
IFI6,NM_022873,138
AK2,NM_001319142,190
L1TD1,NM_001164835,865
MAP3K6,NM_001297609,1280
CYP4B1,NM_001319161,497
ZBTB48,NM_001278648,688
TP73,NM_001204186,403
ATP5IF1,NM_178190,71
INPP5B,NM_001297434,749
PTGFR,NM_001039585,297
PRDM16,NM_199454,1257
IFNLR1,NM_173065,244
TEX38,NM_001300864,130
SCP2,NM_001007100,140
PTPRU,NM_001195001,1433
ATAD3A,NM_018188,634
ZBTB48,NM_001278647,688
OSBPL9,NM_148905,558
LRP8,NM_001018054,904
CAMTA1,NM_001349615,704
ST6GALNAC3,NM_001349111,317
IFNLR1,NM_173064,491
OSBPL9,NM_148904,558
EDN2,NM_001302269,145
ATP6V0B,NM_001039457,158
CASZ1,NM_017766,1166
EMC1,NM_001271429,971
WDTC1,NM_015023,676
ST6GALNAC3,NM_001349109,228
SMIM12,NM_001320261,92
CAMTA1,NM_001195563,80
DPH2,NM_001319169,354
CLCNKA,NM_001042704,686
GALE,NM_000403,348
ENO1,NM_001201483,341
TMEM54,NM_001329723,202
NIPAL3,NM_001322865,226
CLSPN,NM_001190481,1275
OSBPL9,NM_148907,626
CAMTA1,NM_001349627,92
LZIC,NM_001316976,145
MECR,NM_001349716,401
CDK11A,NM_001313982,779
CAMTA1,NM_001349609,1567
JAK1,NM_001321852,1154
RCAN3,NM_001251977,241
CLSPN,NM_001330490,1332
PIK3R3,NM_001328652,404
PRKACB,NM_001300915,264
SPATA6,NM_001286238,472
PIK3R3,NM_001328654,305
TESK2,NM_001320800,488
RRAGC,NM_001271851,365
PHACTR4,NM_001350158,710
ERI3,NM_001301698,259
TMEM53,NM_001300748,246
AGO3,NM_177422,626
PRKACB,NM_001300917,245
KIF2C,NM_001297657,612
ZC3H12A,NM_001323551,325
C1orf94,NM_032884,408
CAMTA1,NM_001349612,1537
CAMTA1,NM_001349622,591
AK2,NM_001199199,224
CA6,NM_001270502,180
ST6GALNAC3,NM_001349108,240
FBLIM1,NM_001024216,276
DNAJC6,NM_014787,913
LRP8,NM_033300,793
SZT2,NM_015284,3375
MICOS10,NM_001204083,140
PKN2,NM_001320708,827
GADD45A,NM_001199742,60
USP48,NM_001350168,1034
ST6GALNAC3,NM_001349105,204
RBBP4,NM_001135255,424
KIF2C,NM_001297655,684
EPHA8,NM_001006943,495
AZIN2,NM_001350401,365
ZFP69,NM_198494,526
LRRC42,NM_052940,428
MMACHC,NM_001330540,225
SLC66A1,NM_017765,291
PHACTR4,NM_001350159,710
HNRNPR,NM_001102397,532
AGBL4,NM_001323573,506
RERE,NM_012102,1566
TTLL7,NM_001350214,887
ZMYM4,NM_001350140,1224
CAMTA1,NM_001349626,584
SLC2A5,NM_001135585,244
SGIP1,NM_001350217,832
KIAA1522,NM_001198973,143
JAK1,NM_001321857,1153
PTAFR,NM_001164723,342
TTC22,NM_017904,372
UBE4B,NM_006048,1173
PHACTR4,NM_001350160,702
AZIN2,NM_001293562,460
LEPROT,NM_001198683,37
RPS6KA1,NM_001006665,744
RSPO1,NM_001038633,263
CLCNKA,NM_001257139,644
TMEM51,NM_001319665,135
EMC1,NM_001271427,992
GADD45A,NM_001199741,131
NFIA,NM_001145511,501
RSPO1,NM_001242909,236
FOXJ3,NM_001198851,622
HHLA3,NM_001036646,76
ALPL,NM_001177520,447
PDE4B,NM_001297442,503
CYP4B1,NM_000779,511
FBLIM1,NM_001350151,373
SCP2,NM_001193599,523
TMEM54,NM_001329724,189
TMEM51,NM_018022,253
FHL3,NM_001243878,172
MRPL20,NM_001318485,102
ZMYM4,NM_001350138,1516
CCNL2,NM_001350500,389
TRAPPC3,NM_001270896,134
MECR,NM_001024732,297
ST6GALNAC5,NM_001320274,99
NASP,NM_152298,449
DPH2,NM_001319170,296
CAMTA1,NM_001349619,591
ARID1A,NM_139135,2068
JAK1,NM_001321854,1154
YTHDF2,NM_001172828,529
PLCH2,NM_001303012,1129
PHACTR4,NM_001350161,686
KCNQ4,NM_172163,641
PIK3R3,NM_001328653,380
KLHL21,NM_001324309,500
PRKACB,NM_001300916,304
PPP1R8,NM_002713,127
ECE1,NM_001113347,758
ATAD3B,NM_001317238,602
WASF2,NM_001201404,281
RERE,NM_001042682,1012
MCOLN2,NM_001330647,538
EPHA2,NM_001329090,922
KIF2C,NM_001297656,671
DPH2,NM_001319167,296
MECR,NM_001349711,297
CYP4B1,NM_001319162,349
TAS1R1,NM_177540,587
ECE1,NM_001113349,767
ZRANB2,NM_005455,320
CAMTA1,NM_001349608,1643
LDLRAD1,NM_001276395,100
SMPDL3B,NM_001304579,249
SLC2A5,NM_001328620,457
ECHDC2,NM_018281,261
MECR,NM_001349713,297
PHACTR4,NM_023923,712
TIE1,NM_001253357,1093
AGBL4,NM_001323574,515
CAPZB,NM_001206541,260
SLC35E2B,NM_001110781,405
TMEM201,NM_001010866,392
CYP4X1,NM_001320290,444
HNRNPR,NM_001102399,535
RSPO1,NM_001242910,200
MED8,NM_052877,301
SLC66A1,NM_001040126,226
ATP13A2,NM_001141973,1175
USP48,NM_001350167,1034
SLC2A5,NM_001328621,354
PAX7,NM_002584,520
PTPRU,NM_133177,1440
DMAP1,NM_001034024,467
PGD,NM_001304452,470
SERINC2,NM_001199038,464
JAK1,NM_001321855,1154
TP73,NM_001204185,475
FBXO44,NM_001304791,255
PIK3CD,NM_001350234,1043
CDCA8,NM_018101,280
ST6GALNAC3,NM_001349110,213
CPT2,NM_001330589,635
ST6GALNAC5,NM_001320273,108
TNFRSF18,NM_148902,234
TP73,NM_001204184,499
LRRC7,NM_001330635,1495
SLC2A5,NM_001328619,501
USP48,NM_001350166,1033
CNKSR1,NM_001297647,720
SGIP1,NM_001350218,637
CAPZB,NM_001206540,277
RCC2,NM_001136204,522
TP73,NM_001204192,565
SYNC,NM_001161708,476
HNRNPR,NM_001297621,473
UQCRH,NM_001297565,85
SMIM12,NM_001164825,92
PTAFR,NM_001164722,342
RPS6KA1,NM_001330441,719
SCP2,NM_001193617,466
C1QC,NM_001347619,245
RCAN3,NM_001251979,241
ZMYM4,NM_001350139,1224
OSBPL9,NM_148908,723
OSCP1,NM_206837,223
VPS13D,NM_018156,4363
JAK1,NM_001321853,1154
LCK,NM_001330468,458
CAPZB,NM_001282162,301
ARTN,NM_001136215,228
TP73,NM_001126242,426
PSMB2,NM_001199779,176
PABPC4,NM_003819,644
CAMTA1,NM_001349618,697
THRAP3,NM_001321473,954
PGD,NM_001304451,461
TMEM59,NM_001305043,324
HHLA3,NM_001036645,114
ZBTB8A,NM_001291496,340
LDLRAD1,NM_001276394,116
PAX7,NM_013945,518
GIPC2,NM_001304725,241
LRRC7,NM_001350216,1472
MECR,NM_001349714,297
TMEM53,NM_001300747,247
ECHDC2,NM_001319958,215
GJB3,NM_001005752,270
AZIN2,NM_001350400,365
FGR,NM_001042729,529
VWA1,NM_199121,64
HIVEP3,NM_001127714,2405
MECR,NM_001349712,297
OSBPL9,NM_001330580,571
TMEM51,NM_001136216,253
OSBPL9,NM_001350209,550
LRRIQ3,NM_001322315,430
RNF220,NM_001319957,353
ZFP69,NM_001320178,527
LZIC,NM_001316975,205
CDK11A,NM_033529,770
BCL10,NM_001320715,222
CYP4A11,NM_001319155,487
ALDH4A1,NM_170726,563
EYA3,NM_001282560,536
UQCRH,NM_001297566,82
TP73,NM_001204189,354
ST6GALNAC3,NM_001349106,217
AK5,NM_012093,536
ALPL,NM_001127501,469
CC2D1B,NM_001330585,852
RAP1GAP,NM_001145658,727
P3R3URF,NM_001328655,95
MEAF6,NM_001270876,192
MFSD2A,NM_001349822,502
KDM1A,NM_001009999,876
INTS11,NM_001256463,499
AKR1A1,NM_001202414,325
MIER1,NM_001077702,450
SLC6A9,NM_001328626,522
SRSF11,NM_001350616,293
MIER1,NM_001077700,565
FGGY,NM_001350799,379
RAP1GAP,NM_001145657,681
SCMH1,NM_001172219,648
MFSD2A,NM_001136493,543
ANKRD65,NM_001243535,174
PLA2G2F,NM_022819,211
MICOS10-NBL1,NM_001204088,195
GMEB1,NM_006582,573
C1orf141,NM_001276351,400
IQCC,NM_018134,466
FGGY,NM_001350791,551
PTGER3,NM_198715,388
FNDC5,NM_001171941,153
C1orf109,NM_001350766,203
PUM1,NM_014676,1186
SRSF11,NM_001350614,293
TAF12,NM_001135218,161
PLA2G2A,NM_000300,144
SRSF11,NM_001350606,484
PRXL2B,NM_152371,198
ST3GAL3,NM_001270464,186
TTLL10,NM_153254,404
STK40,NM_032017,435
FAM76A,NM_001143912,341
EIF4G3,NM_001198802,1591
FGGY,NM_001278224,252
EPB41,NM_001166007,601
SSBP3,NM_018070,368
IQCC,NM_001160042,546
ST3GAL3,NM_001270459,345
PRXL2B,NM_001195740,162
BSDC1,NM_018045,430
AURKAIP1,NM_001127230,199
ST3GAL3,NM_174966,277
PER3,NM_001289863,1184
SLC6A9,NM_201649,706
EPB41,NM_203343,775
CSF3R,NM_000760,836
RHD,NM_001127691,321
NFYC,NM_001142587,334
PRXL2B,NM_001195737,194
LOC110117498-PIK3R3,NM_001303427,507
AURKAIP1,NM_001127229,199
MAP7D1,NM_001286365,803
ST3GAL3,NM_174969,359
CDK11B,NM_001787,795
RAB42,NM_152304,105
SLC1A7,NM_006671,560
CENPS-CORT,NM_198544,164
TMCO4,NM_181719,634
RCC1,NM_001269,421
FGGY,NM_018291,551
C1orf109,NM_001350769,203
MIER1,NM_020948,529
KCNAB2,NM_001199863,300
FGGY,NM_001244714,463
MIER1,NM_001146110,529
MEAF6,NM_001270875,191
C1orf109,NM_001350768,203
PTGER3,NM_198718,418
C1orf141,NM_001276352,217
LUZP1,NM_033631,1076
SERBP1,NM_001018067,408
ACOT7,NM_181865,350
SRSF11,NM_001350610,301
PTGER3,NM_198714,390
KCNAB2,NM_001199861,367
PTGER3,NM_198716,374
PLEKHG5,NM_020631,1006
DIO1,NM_001039715,201
ST3GAL3,NM_174968,429
C1orf167,NM_001010881,1449
AURKAIP1,NM_017900,199
STK40,NM_001282546,440
GRHL3,NM_001195010,556
GRHL3,NM_198173,602
BSDC1,NM_001143888,447
C1orf109,NM_017850,203
DVL1,NM_004421,670
PRXL2B,NM_001195738,183
SERBP1,NM_001018069,393
ELAVL4,NM_001144776,366
MFSD2A,NM_001349823,415
HYI,NM_001330526,302
UBE2J2,NM_194457,207
SLC5A9,NM_001135181,706
KCNAB2,NM_001199862,415
PRXL2B,NM_001195741,161
SLC44A5,NM_001130058,717
CDK11B,NM_033489,748
RAP1GAP,NM_001350528,655
ELAVL4,NM_021952,380
CMPK1,NM_001136140,179
FAM76A,NM_001143915,227
NSUN4,NM_001256128,335
FGGY,NM_001350790,575
SERBP1,NM_015640,387
C1orf109,NM_001350761,218
EIF4G3,NM_001198801,1621
SLC6A9,NM_001328630,465
KIF17,NM_001122819,1028
MEAF6,NM_022756,201
NBPF3,NM_001330381,577
KIF1B,NM_183416,1153
SRSF11,NM_001190987,483
HES4,NM_001142467,247
H6PD,NM_001282587,802
FGGY,NM_001350793,495
SERBP1,NM_001018068,402
ELAVL4,NM_001294348,371
ACOT7,NM_181866,329
MAP7D1,NM_001286366,808
FGGY,NM_001350797,417
CEP85,NM_001281517,711
RAVER2,NM_018211,678
C1orf109,NM_001350764,218
NFYC,NM_001142588,354
CORT,NM_001302,105
SLC1A7,NM_001287597,472
ZFYVE9,NM_007324,1366
ST3GAL3,NM_174967,155
NBL1,NM_005380,181
CENPS-CORT,NM_001243768,143
C1orf109,NM_001350755,281
BSDC1,NM_001143890,335
MKNK1,NM_001135553,412
ADGRB2,NM_001294335,1584
SLC44A5,NM_001320285,675
DFFB,NM_001320132,289
PER3,NM_016831,1201
STK40,NM_001282547,435
ZSCAN20,NM_145238,1043
ACOT11,NM_147161,594
UBE2U,NM_152489,226
ELAVL4,NM_001324215,358
SLC6A9,NM_006934,652
EPHB2,NM_001309192,928
C1orf109,NM_001350767,203
C1orf159,NM_001330306,380
DAB1,NM_021080,555
MKNK1,NM_198973,335
CYB5RL,NM_001031672,315
CSF3R,NM_172313,783
EPHB2,NM_001309193,1055
SCMH1,NM_012236,591
C1orf109,NM_001350757,266
SRSF11,NM_001350611,300
ST3GAL3,NM_001350621,341
RHD,NM_001282869,396
SCMH1,NM_001172218,577
UTS2,NM_006786,124
HES4,NM_021170,221
EVA1B,NM_001304762,165
MKNK1,NM_003684,453
MIER1,NM_001077701,512
LEPR,NM_001198687,958
ST3GAL3,NM_174970,139
ELAVL4,NM_001144774,366
PLEKHG5,NM_001042663,1062
ACOT7,NM_181864,380
NBPF3,NM_001256417,563
CEP85,NM_022778,762
GMEB1,NM_001319674,563
RCC1,NM_001048194,452
MIER1,NM_001146112,485
AKR1A1,NM_006066,325
SRSF11,NM_001350607,483
SLFNL1,NM_001300859,348
DFFB,NM_004402,338
DIO1,NM_001324316,113
CDK11B,NM_033486,782
PRDM2,NM_001007257,1481
RCC1,NM_001048195,438
MXRA8,NM_032348,442
DFFB,NM_001320136,274
SRSF11,NM_004768,484
PHC2,NM_004427,323
ELAVL4,NM_001324208,383
SSBP3,NM_001009955,361
ELAVL4,NM_001144775,402
SLC1A7,NM_001287595,619
CCDC28B,NM_001301011,241
C1orf109,NM_001350770,203
TAL1,NM_001290406,172
ADGRB2,NM_001294336,1551
ACOT11,NM_015547,607
C1orf109,NM_001350759,265
UBE2J2,NM_058167,259
SLC6A9,NM_001024845,633
NFYC,NM_001142590,301
TMCO4,NM_001349112,634
PATJ,NM_001350145,1882
RUNX3,NM_004350,415
AKR1A1,NM_153326,325
C1orf109,NM_001350771,203
TAF12,NM_005644,161
KCNAB2,NM_172130,353
C1orf159,NM_017891,198
RAP1GAP,NM_001350524,740
SRSF11,NM_001350615,293
NFYC,NM_001308115,439
ST3GAL3,NM_001270462,230
KIF17,NM_001287212,929
FAM76A,NM_001143914,278
FAM76A,NM_152660,307
MXRA8,NM_001282583,433
MIER1,NM_001350530,602
GMEB1,NM_024482,563
SDF4,NM_016176,362
FGGY,NM_001350796,439
CDK11B,NM_001291345,772
RAP1GAP,NM_001330383,748
RAP1GAP,NM_001350527,663
ADGRL2,NM_001350699,1163
ST3GAL3,NM_001270460,344
MFSD2A,NM_032793,530
C1orf109,NM_001350765,203
ELAVL4,NM_001144777,369
MFSD2A,NM_001349821,528
PPT1,NM_001142604,203
RAP1GAP,NM_001350525,689
C1orf109,NM_001350763,218
FAM76A,NM_001143913,312
PLA2G2A,NM_001161727,144
NSUN4,NM_001256127,335
PDPN,NM_001006624,120
PLA2G2A,NM_001161728,144
PDPN,NM_001006625,118
NBPF3,NM_001256416,621
RAP1GAP,NM_002885,663
SCMH1,NM_001350667,569
SRSF11,NM_001350605,484
FGGY,NM_001113411,575
MFSD2A,NM_001287809,491
PRDM2,NM_001135610,226
EPB41,NM_004437,588
CENPS-CORT,NM_199006,77
USP33,NM_201626,828
SLC44A5,NM_001320283,713
LEXM,NM_152607,414
GRHL3,NM_198174,626
SSX2IP,NM_001166294,587
PTGER3,NM_001126044,390
TMEM234,NM_019118,140
PATJ,NM_176877,1801
CEP85,NM_001281518,194
C1orf109,NM_001350760,218
FGGY,NM_001350795,487
ST3GAL3,NM_001270461,261
CENPS-CORT,NM_001270517,138
PTGER3,NM_198717,365
CDK11B,NM_033487,526
