ProteinID,Gene,Length
NP_001004458,OR1S1,325
NP_001004459,OR1S2,325
NP_001004460,OR10A2,303
NP_001004461,OR10A6,314
NP_001004462,OR10G4,311
NP_001004463,OR10G7,311
NP_001004464,OR10G8,311
NP_001004465,OR10H4,316
NP_001004466,OR10H5,315
NP_001004467,OR10J3,329
NP_001004469,OR10J5,309
NP_001004470,ST8SIA6,398
NP_001004471,OR10Q1,319
NP_001004472,OR10R2,335
NP_001004473,OR10K1,313
NP_001004474,OR10S1,331
NP_001004475,OR10T2,314
NP_001004476,OR10K2,312
NP_001004477,OR10X1,326
NP_001004478,OR10Z1,313
NP_001004479,OR11H4,324
NP_001004480,OR11H6,330
NP_001004481,OR13C2,318
NP_001004482,OR13C5,318
NP_001004483,OR13C8,320
NP_001004484,OR13D1,346
NP_001004485,OR13F1,319
NP_001004486,OR13H1,308
NP_001004487,OR13J1,312
NP_001004488,OR2A25,310
NP_001004489,OR2AG1,316
NP_001004490,OR2AG2,316
NP_001004491,OR2AK2,335
NP_001004492,OR2B11,317
NP_001004684,OR2D3,330
NP_001004685,OR2F2,317
NP_001004686,OR2L2,312
NP_001004687,OR2L3,312
NP_001004688,OR2M2,347
NP_001004689,OR2M3,312
NP_001004690,OR2M5,312
NP_001004691,OR2M7,312
NP_001004692,OR2T12,320
NP_001004693,OR2T10,312
NP_001004694,OR2T29,315
NP_001004695,OR2T33,320
NP_001004696,OR2T4,348
NP_001004697,OR2T5,315
NP_001004698,OR2W5,320
NP_001004699,OR2Z1,314
NP_001004700,OR4C11,310
NP_001004701,OR4C16,310
NP_001004702,OR4C3,302
NP_001004703,OR4C46,309
NP_001004704,OR4C6,309
NP_001004705,OR4D10,311
NP_001004706,OR4D11,311
NP_001004707,OR4D2,307
NP_001004708,OR4D6,314
NP_001004711,OR4D9,314
NP_001004712,OR4K14,310
NP_001004713,OR1I1,355
NP_001004714,OR4K13,304
NP_001004715,OR4K17,315
NP_001004717,OR4L1,312
NP_001004719,OR4M2,313
NP_001004723,OR4N2,307
NP_001004724,OR4N5,308
NP_001004725,OR4S1,309
NP_001004726,OR4X1,305
NP_001004727,OR4X2,303
NP_001004728,OR5A1,315
NP_001004729,OR5AN1,311
NP_001004730,OR5AR1,310
NP_001004731,OR5AU1,311
NP_001004732,OR14K1,314
NP_001004733,OR5B12,314
NP_001004734,OR14I1,311
NP_001004735,OR5D14,314
NP_001004736,OR5K1,308
NP_001004737,OR5K2,316
NP_001004738,OR5L1,311
NP_001004739,OR5L2,311
NP_001004740,OR5M1,315
NP_001004741,OR5M10,315
NP_001004742,OR5M3,307
NP_001004743,OR5M9,310
NP_001004744,OR5R1,324
NP_001004745,OR5T1,326
NP_001004746,OR5T2,359
NP_001004747,OR5T3,340
NP_001004748,OR51A2,313
NP_001004749,OR51A7,312
NP_001004750,OR51B6,312
NP_001004751,OR51D1,324
NP_001004752,OR51F1,319
NP_001004753,OR51F2,330
NP_001004754,OR51I2,312
NP_001004755,OR51L1,315
NP_001004756,OR51M1,326
NP_001004757,OR51Q1,317
NP_001004758,OR51S1,323
NP_001004759,OR51T1,327
NP_001004760,OR51V1,321
NP_001005,RPS10,165
NP_001005160,OR52A5,316
NP_001005161,OR52B4,314
NP_001005162,OR52B6,335
NP_001005163,OR52D1,318
NP_001005164,OR52E2,325
NP_001005165,OR52E4,312
NP_001005166,OR52E5,331
NP_001005167,OR52E6,313
NP_001005168,OR52E8,317
NP_001005169,OR52I1,324
NP_001005170,OR52I2,350
NP_001005171,OR52K1,314
NP_001005172,OR52K2,314
NP_001005173,OR52L1,329
NP_001005174,OR52N2,321
NP_001005175,OR52N4,321
NP_001005177,OR52R1,315
NP_001005178,OR52W1,320
NP_001005179,OR56A4,313
NP_001005180,OR56B1,324
NP_001005181,OR56B4,319
NP_001005182,OR6C1,312
NP_001005183,OR6C76,312
NP_001005184,OR6K6,343
NP_001005185,OR6N1,312
NP_001005186,OR6Q1,317
NP_001005187,OR6T1,323
NP_001005188,OR6X1,312
NP_001005189,OR6Y1,325
NP_001005190,OR7A10,309
NP_001005191,OR7D4,312
NP_001005192,OR7G1,311
NP_001005193,OR7G2,345
NP_001005194,OR8A1,309
NP_001005195,OR8B12,310
NP_001005196,OR8B4,309
NP_001005197,OR8D4,314
NP_001005198,OR8G5,346
NP_001005199,OR8H1,311
NP_001005200,OR8H2,312
NP_001005201,OR8H3,312
NP_001005202,OR8K3,312
NP_001005203,OR8S1,359
NP_001005204,OR8U1,309
NP_001005205,OR8J1,316
NP_001005209,TMEM198,360
NP_001005210,LRRC55,298
NP_001005211,OR9I1,314
NP_001005212,OR9Q1,310
NP_001005213,OR9G1,305
NP_001005214,LRRC52,313
NP_001005216,OR2J3,311
NP_001005218,OR5B21,309
NP_001005221,OR4F29,312
NP_001005224,OR4F3,312
NP_001005226,OR2B3,313
NP_001005234,OR1L3,324
NP_001005235,OR1L4,311
NP_001005236,OR1L1,310
NP_001005237,OR51G1,321
NP_001005238,OR51G2,314
NP_001005239,OR11H1,326
NP_001005240,OR4F17,305
NP_001005241,OR4N4,316
NP_001005243,OR9K2,335
NP_001005245,OR5M11,305
NP_001005270,OR4C12,309
NP_001005271,CHD3,2059
NP_001005272,OR4A5,315
NP_001005274,OR4A16,328
NP_001005275,OR4A15,344
NP_001005276,OR2AE1,323
NP_001005277,OR4F16,312
NP_001005278,OR6N2,317
NP_001005279,OR6K2,324
NP_001005280,OR10A7,316
NP_001005281,OR6B1,311
NP_001005282,OR5M8,311
NP_001005283,OR9Q2,314
NP_001005284,OR9G4,327
NP_001005285,OR2AT4,320
NP_001005286,OR6F1,308
NP_001005287,OR2A1,310
NP_001005288,OR51I1,314
NP_001005289,OR52H1,320
NP_001005291,SREBF1,1177
NP_001005323,OR5AK2,309
NP_001005324,OR10V1,309
NP_001005325,OR6M1,313
NP_001005326,OR4F6,312
NP_001005327,OR6K3,315
NP_001005328,OR2A7,310
NP_001005329,OR51A4,313
NP_001005333,MAGED1,834
NP_001005338,OR5H1,313
NP_001005339,RGS10,181
NP_001005340,GPNMB,572
NP_001005356,POTEG,508
NP_001005360,DNM2,870
NP_001005365,POTEA,498
NP_001005367,TTYH1,460
NP_001005375,DAZ4,579
NP_001005386,ACTR2,399
NP_001005388,NFASC,1240
NP_001005404,YPEL2,119
NP_001005405,KRTAP5-11,156
NP_001005463,EBF3,551
NP_001005464,H3C15,136
NP_001005465,OR10G3,313
NP_001005466,OR10G2,310
NP_001005467,OR8B3,313
NP_001005468,OR8B2,313
NP_001005469,OR5B3,314
NP_001005470,OR4B1,309
NP_001005471,OR2T6,308
NP_001005473,PLCXD3,321
NP_001005479,OR5H6,309
NP_001005480,OR2A2,318
NP_001005482,OR5H2,314
NP_001005483,OR4K5,323
NP_001005484,OR4F5,305
NP_001005486,OR4K15,348
NP_001005487,OR13G1,307
NP_001005489,OR5B17,314
NP_001005490,OR6C74,312
NP_001005491,OR10AG1,301
NP_001005492,OR5J2,312
NP_001005493,OR6C6,314
NP_001005494,OR6C4,309
NP_001005495,OR2T3,318
NP_001005496,OR5D16,328
NP_001005497,OR6C75,312
NP_001005499,OR6C70,312
NP_001005500,OR4M1,313
NP_001005501,OR4K2,314
NP_001005503,OR11G2,345
NP_001005504,OR4F21,312
NP_001005512,OR4A47,309
NP_001005513,OR4C45,306
NP_001005514,OR5H14,310
NP_001005515,OR5H15,313
NP_001005516,OR5K3,321
NP_001005517,OR5K4,321
NP_001005518,OR6C65,312
NP_001005519,OR6C68,312
NP_001005522,OR2T8,312
NP_001005566,OR5B2,309
NP_001005567,OR51B5,312
NP_001005735,CHEK2,586
NP_001005743,NUMB,651
NP_001005751,WASHC2A,1341
NP_001005783,HAO2,364
NP_001005850,ZNF835,537
NP_001005851,ZNF780B,833
NP_001005853,OR6B2,312
NP_001005861,RYK,610
NP_001005920,JMJD8,264
NP_001005922,KRTAP5-1,278
NP_001006,RPS11,158
NP_001006117,RBMY1J,496
NP_001006118,RBMY1E,496
NP_001006120,RBMY1D,496
NP_001006121,RBMY1B,496
NP_001006606,DIPK1A,428
NP_001006608,LRRC37A2,1700
NP_001006611,SIAH1,313
NP_001006618,MAPKAP1,522
NP_001006635,ARHGAP17,881
NP_001006637,GTDC1,458
NP_001006658,WDR35,1181
NP_001006659,CR2,1092
NP_001006666,RPS6KA1,744
NP_001006682,SPIN2B,258
NP_001006940,LRRC18,261
NP_001007,RPS12,132
NP_001007034,CLEC6A,209
NP_001007090,RESP18,228
NP_001007091,C8orf48,319
NP_001007123,FSD2,749
NP_001007126,LKAAEAR1,240
NP_001007158,PHF14,948
NP_001007190,IGIP,53
NP_001007232,ARHGAP25,646
NP_001007233,CARD17,110
NP_001007241,GP2,537
NP_001007249,ZNF599,588
NP_001007254,ERV3-1,604
NP_001007279,TRIM13,410
NP_001007468,SFI1,1242
NP_001007524,F8A2,371
NP_001007525,F8A3,371
NP_001007526,NWD1,1432
NP_001007528,LMBRD2,695
NP_001007531,CDRT15,188
NP_001007532,NKAPL,402
NP_001007533,STH,128
NP_001007534,PPP1R27,154
NP_001007535,C3orf56,242
NP_001007538,C1QTNF9B,333
NP_001007539,SHISA2,295
NP_001007541,CDHR4,788
NP_001007545,RHEX,172
NP_001007552,CT45A5,189
NP_001007560,SS18,418
NP_001007562,IRGQ,623
NP_001007564,IGFBPL1,278
NP_001007596,C2CD4B,364
NP_001008,RPS13,151
NP_001008216,COA5,74
NP_001008219,AMY1B,511
NP_001008220,AMY1C,511
NP_001008224,C1QL4,238
NP_001008238,TTC32,151
NP_001008270,TMEM89,159
NP_001008271,PRSS37,235
NP_001008275,TRIM72,477
NP_001008389,CISD2,135
NP_001008392,CCDC73,1079
NP_001008393,CTDSPL,276
NP_001008394,C4orf46,113
NP_001008395,EID3,333
NP_001008396,LAMTOR4,99
NP_001008398,GPX8,209
NP_001008401,ZNF761,746
NP_001008405,BCAP29,348
NP_001008409,TTLL9,439
NP_001008485,SLC41A3,507
NP_001008489,PHOSPHO2,241
NP_001008493,ENAH,591
NP_001008495,TMEM64,380
NP_001008496,PIWIL3,882
NP_001008536,TCHHL1,904
NP_001008537,NEXMIF,1516
NP_001008661,KYAT3,454
NP_001008693,CST9,159
NP_001008701,ADGRL1,1474
NP_001008707,EML1,834
NP_001008708,CHAC2,184
NP_001008709,PPP1CA,341
NP_001008712,RBPMS,219
NP_001008723,CFAP58,872
NP_001008727,ZNF121,390
NP_001008739,C6orf226,101
NP_001008740,TMCO2,182
NP_001008743,SULT1C3,304
NP_001008747,CTAGE15,777
NP_001008749,RAB19,217
NP_001008777,FBXO47,452
NP_001008778,SPDYC,293
NP_001008783,SLC35D3,416
NP_001008784,CD200R1L,271
NP_001008801,ZNF468,522
NP_001008895,CUL4A,759
NP_001008910,STK16,305
NP_001008938,CKAP5,2032
NP_001009552,PPP2CB,309
NP_001009555,SH3D19,790
NP_001009562,SLCO1B7,640
NP_001009566,CLSTN1,981
NP_001009606,HS3ST6,342
NP_001009608,SLX4IP,408
NP_001009609,SPANXN3,141
NP_001009610,NUTM2D,557
NP_001009611,PRAMEF4,478
NP_001009612,C20orf202,122
NP_001009613,SPANXN4,99
NP_001009614,SPANXN1,72
NP_001009615,SPANXN2,180
NP_001009616,SPANXN5,72
NP_001009881,TUT4,1645
NP_001009894,C12orf29,325
NP_001009899,USF3,2245
NP_001009905,B3GNTL1,361
NP_001009909,LUZP2,346
NP_001009921,VPS8,1428
NP_001009923,TMEM230,183
NP_001009931,HRNR,2850
NP_001009944,PKD1,4303
NP_001009959,ERMN,297
NP_001009984,C20orf194,1177
NP_001009992,ZNF648,568
NP_001009993,FAM168B,195
NP_001009994,RIPPLY2,128
NP_001009996,DALRD3,543
NP_001009997,C10orf62,223
NP_001009999,KDM1A,876
NP_001010,RPS15A,130
NP_001010844,IRAK1BP1,260
NP_001010846,SHE,495
NP_001010847,LRRC38,294
NP_001010851,ZNF766,468
NP_001010852,CLVS2,327
NP_001010853,PM20D2,436
NP_001010854,TTC7B,843
NP_001010855,PIK3R6,754
NP_001010857,LELP1,98
NP_001010858,RNF187,235
NP_001010859,C22orf42,251
NP_001010860,SAMD15,674
NP_001010862,SPIN3,258
NP_001010867,IBA57,356
NP_001010868,C6orf163,329
NP_001010870,TDRD6,2096
NP_001010872,FAM83B,1011
NP_001010873,TSPO2,170
NP_001010874,TECRL,363
NP_001010875,SLC25A30,291
NP_001010876,TMEM244,128
NP_001010877,ZNF311,666
NP_001010879,ZIK1,487
NP_001010881,C1orf167,1449
NP_001010883,FAM102B,360
NP_001010886,CLPSL1,121
NP_001010887,ACER2,275
NP_001010888,ZC3H12B,836
NP_001010889,PRAMEF6,476
NP_001010892,RSPH4A,716
NP_001010893,SLC10A5,438
NP_001010897,SERP2,65
NP_001010898,SLC6A17,727
NP_001010903,BNIP5,652
NP_001010904,GLYATL3,288
NP_001010905,C6orf58,330
NP_001010906,NUGGC,796
NP_001010908,C1QL3,255
NP_001010912,C10orf120,335
NP_001010917,GOLGA7B,167
NP_001010919,CALHM6,315
NP_001010922,BCL2L15,163
NP_001010924,FAM171A1,890
NP_001010926,HES5,166
NP_001010938,TNK2,1047
NP_001010939,LIPJ,366
NP_001010940,C9orf135,229
NP_001010969,CYP4A22,519
NP_001010971,SAMD13,116
NP_001010977,METTL21C,264
NP_001010978,LDLRAD1,205
NP_001010979,C1orf189,101
NP_001010980,NCMAP,102
NP_001010985,MYBPHL,354
NP_001010987,IFIT1B,474
NP_001011552,SLC9A4,798
NP_001011657,ZMAT1,638
NP_001011663,PCGF6,350
NP_001011668,CHCHD7,110
NP_001011700,MCCD1,119
NP_001011709,PNLIPRP3,467
NP_001011713,NAA30,362
NP_001011717,NMS,153
NP_001011718,XKR7,579
NP_001011719,ARSH,562
NP_001011720,XKR9,373
NP_001011724,HNRNPA1L2,320
NP_001011878,DEFB121,76
NP_001011880,CLEC18B,455
NP_001012,RPS17,135
NP_001012264,RNASE13,156
NP_001012267,CENPP,288
NP_001012271,BIRC5,165
NP_001012276,PRAMEF8,474
NP_001012277,PRAMEF7,474
NP_001012279,SOGA3,947
NP_001012300,MCRS1,475
NP_001012301,ARSI,569
NP_001012302,ANO9,782
NP_001012303,SERPINI2,415
NP_001012337,ROPN1B,212
NP_001012338,NTRK3,839
NP_001012361,WDR31,367
NP_001012410,SGO1,561
NP_001012414,TRIM61,209
NP_001012416,KRTAP5-6,129
NP_001012417,MS4A13,152
NP_001012419,ANKRD20A3,823
NP_001012421,ANKRD20A2,823
NP_001012425,C1orf146,180
NP_001012426,FOXP4,680
NP_001012448,FAM221B,402
NP_001012457,FAM71F2,309
NP_001012458,ZSCAN23,389
NP_001012520,CFAP157,520
NP_001012521,KRTAP5-7,165
NP_001012526,SPRN,151
NP_001012533,FECH,429
NP_001012660,GRAMD2A,354
NP_001012661,MYPOP,399
NP_001012677,ARGFX,315
NP_001012680,SLC3A2,631
NP_001012726,KRTAP5-3,238
NP_001012728,KRTAP5-10,202
NP_001012734,TYMSOS,123
NP_001012746,DPRX,191
NP_001012747,DUXA,204
NP_001012750,DCTD,189
NP_001012771,ZNF763,397
NP_001012772,NHLRC3,347
NP_001012773,SLC25A53,307
NP_001012774,ZNF260,412
NP_001012776,NUDT17,328
NP_001012779,RGMB,478
NP_001012986,SPIN4,249
NP_001012988,C1orf100,147
NP_001012989,FAM209A,171
NP_001012991,PLAC9,97
NP_001012992,LRRC73,316
NP_001012993,RNASE10,216
NP_001012995,PABPC1L2A,200
NP_001012996,BEX5,111
NP_001012997,TCEAL5,206
NP_001012999,ZKSCAN2,967
NP_001013002,C16orf86,317
NP_001013007,UBE2NL,153
NP_001013011,C9orf152,239
NP_001013012,SNX30,437
NP_001013049,SORCS1,1198
NP_001013372,OR11H12,326
NP_001013373,OR2G6,316
NP_001013374,OR8U8,319
NP_001013375,OR8U9,309
NP_001013376,OR9G9,305
NP_001013416,IGFBP3,297
NP_001013421,CXorf66,361
NP_001013425,PRAMEF5,476
NP_001013455,SEH1L,421
NP_001013597,AWAT1,328
NP_001013633,LURAP1,239
NP_001013641,HYKK,373
NP_001013642,ALG10B,473
NP_001013644,FAM53A,398
NP_001013645,ZC2HC1B,222
NP_001013647,CFAP126,177
NP_001013649,NHSL2,1225
NP_001013650,DCAF12L2,463
NP_001013652,AADACL4,407
NP_001013653,HNRNPCL1,293
NP_001013654,TCTEX1D4,221
NP_001013657,CCDC184,194
NP_001013660,PRR25,402
NP_001013663,TMEM82,343
NP_001013664,TRNP1,227
NP_001013668,FAM209B,171
NP_001013669,FAM227A,570
NP_001013671,C2orf68,166
NP_001013672,PRR23B,265
NP_001013675,LRRC26,334
NP_001013679,GDPGP1,385
NP_001013681,ZNF793,406
NP_001013682,FRRS1,626
NP_001013683,VSIG8,414
NP_001013685,PTRHD1,140
NP_001013694,C17orf97,423
NP_001013712,FIGNL2,653
NP_001013715,LDLRAD2,272
NP_001013716,SRRD,339
NP_001013720,SMCO3,225
NP_001013721,H3-5,135
NP_001013725,EIF2AK4,1649
NP_001013728,PLIN5,463
NP_001013754,PTCHD4,846
NP_001013756,RFPL4B,263
NP_001013757,FOXB2,432
NP_001013758,FAM47C,1035
NP_001013764,DGKK,1271
NP_001013765,TMEM225,225
NP_001013860,CARMIL2,1435
NP_001013864,C8orf58,365
NP_001013867,CXorf40B,158
NP_001014301,ANXA2R,193
NP_001014305,DCUN1D2,259
NP_001014313,SPRR2G,73
NP_001014358,IL31,164
NP_001014364,FLG2,2391
NP_001014433,CUTA,198
NP_001014437,CARS1,831
NP_001014440,ODF3B,253
NP_001014446,OCIAD2,154
NP_001014447,CPZ,652
NP_001014450,SPRR2F,72
NP_001014763,ETFB,346
NP_001014809,CRMP1,686
NP_001014979,CCDC189,331
NP_001014980,C1QTNF12,302
NP_001014985,GLTPD2,291
NP_001014989,LAT,269
NP_001014999,SLX1A,275
NP_001015,RPS21,83
NP_001015038,PAGE2B,111
NP_001015049,BAG5,488
NP_001015053,HDAC5,1123
NP_001015055,RTKN,563
NP_001015072,UFSP1,142
NP_001015509,PTRH2,180
NP_001015878,AURKC,309
NP_001015880,PAPSS2,619
NP_001015882,DNAJC25,360
NP_001016,RPS23,143
NP_001017361,KHDC3L,217
NP_001017363,ARID3C,412
NP_001017368,RFFL,363
NP_001017390,SULT1A4,295
NP_001017395,TMCC1,653
NP_001017403,LGR6,967
NP_001017405,MAEA,396
NP_001017417,CT45A1,189
NP_001017418,SPRR2B,72
NP_001017420,ESCO2,601
NP_001017425,KCNK2,426
NP_001017435,CT45A3,189
NP_001017437,CCDC157,752
NP_001017438,CT45A6,189
NP_001017526,ARHGAP8,464
NP_001017534,CARD16,197
NP_001017915,INPP5D,1189
NP_001017920,DAPL1,107
NP_001017921,VMAC,169
NP_001017923,C14orf28,310
NP_001017927,C2orf76,126
NP_001017928,CCDC58,144
NP_001017930,DCAF8L1,600
NP_001017931,PAGE3,113
NP_001017961,FAM78B,261
NP_001017963,HSP90AA1,854
NP_001017964,YDJC,323
NP_001017967,MARVELD3,410
NP_001017969,KIAA2026,2103
NP_001017970,TMEM30B,351
NP_001017975,HFM1,1435
NP_001017978,CT83,113
NP_001017979,RAB28,221
NP_001017981,RNF215,377
NP_001017986,FCGR1B,280
NP_001017989,OPA3,180
NP_001017990,H2AB1,115
NP_001017991,H2AB2,115
NP_001017992,ACTBL2,376
NP_001017995,SH3PXD2B,911
NP_001017998,GNG10,68
NP_001018024,CMC4,68
NP_001018025,MTCP1,107
NP_001018049,SFMBT2,894
NP_001018077,SERBP1,408
NP_001018081,FRMPD2,1309
NP_001018082,BTBD11,1104
NP_001018092,ADIG,80
NP_001018110,MYZAP,466
NP_001018114,FAHD1,248
NP_001018121,PODXL,558
NP_001018126,CAVIN4,364
NP_001018146,NME1-NME2,267
NP_001018494,PUM1,1188
NP_001018854,ZSCAN26,479
NP_001018855,ZNF749,778
NP_001018857,ZNF805,627
NP_001018861,GOLGA8B,603
NP_001018864,IQCB1,598
NP_001019,RPS25,125
NP_001019265,NR3C1,778
NP_001019380,SPRR2E,72
NP_001019386,FBLIM1,374
NP_001019554,NAV3,2385
NP_001019572,SBK1,424
NP_001019626,RTL5,569
NP_001019628,RGPD1,1748
NP_001019764,MSS51,460
NP_001019765,C1orf53,145
NP_001019767,ZNF772,489
NP_001019769,HES3,186
NP_001019772,SPATA45,98
NP_001019774,C7orf77,90
NP_001019778,C7orf66,115
NP_001019782,LRRC66,880
NP_001019784,FEZF1,475
NP_001019801,RUNX2,521
NP_001019831,KALRN,2986
NP_001019832,PRAMEF14,474
NP_001019846,ACTL10,245
NP_001019849,LRRC24,513
NP_001019850,C1orf68,250
NP_001019851,FBXO48,155
NP_001019907,CD276,534
NP_001019978,APLP1,651
NP_001019993,RNASE12,147
NP_001020,RPS26,115
NP_001020018,TGFBR2,592
NP_001020029,SPTB,2328
NP_001020128,BRMS1,290
NP_001020262,ABCF1,845
NP_001020272,MBP,304
NP_001020276,CSNK1A1,365
NP_001020279,AFF3,1251
NP_001020280,CD34,385
NP_001020330,CD74,296
NP_001020366,CES1,568
NP_001020371,CTRB2,263
NP_001020402,KPRP,579
NP_001020419,DUT,252
NP_001020436,CXorf65,183
NP_001020437,C3orf70,250
NP_001020461,DPPA5,116
NP_001020466,IFITM5,132
NP_001020471,RAB12,244
NP_001020528,AARD,155
NP_001020537,VEGFA,412
NP_001020762,SCGB2B2,96
NP_001020766,ARFIP1,373
NP_001020769,ARHGAP30,1101
NP_001020787,ARHGAP24,748
NP_001021,RPS27,84
NP_001021100,TTLL3,915
NP_001022,RPS28,69
NP_001024,RRM1,792
NP_001025029,SLC35F1,408
NP_001025030,KCTD21,260
NP_001025031,FBXO43,708
NP_001025032,NANOS2,138
NP_001025035,KIAA1755,1200
NP_001025036,DBX1,343
NP_001025040,PLAC8L1,177
NP_001025041,SOWAHB,793
NP_001025042,RSPO4,234
NP_001025045,REP15,236
NP_001025046,RGS7BP,257
NP_001025052,CIB4,185
NP_001025053,AHDC1,1603
NP_001025054,PCARE,1288
NP_001025056,CPTP,214
NP_001025057,PFN3,137
NP_001025059,FAM24A,105
NP_001025062,PGAM4,254
NP_001025125,CDNF,187
NP_001025126,DCAF4L1,396
NP_001025162,METTL17,478
NP_001025168,ZNF181,571
NP_001025172,RPS29,67
NP_001025176,CPLX3,158
NP_001025177,AP2B1,951
NP_001025178,AP1G1,825
NP_001025184,NPS,89
NP_001025186,OPN4,489
NP_001025226,ARHGAP5,1502
NP_001025230,PLPP4,271
NP_001025231,SAMD5,173
NP_001025482,CERKL,558
NP_001026,RYR2,4967
NP_001026786,ALDH3B2,385
NP_001026788,COX19,90
NP_001026789,SPDYE2,402
NP_001026794,ZNF451,1061
NP_001026798,SMAGP,97
NP_001026835,ZNF816,651
NP_001026842,CYB5RL,315
NP_001026850,RUNX3,429
NP_001026851,CTNS,400
NP_001026854,SRSF7,238
NP_001026855,TP53BP2,1134
NP_001026859,PLAA,795
NP_001026860,FAM131B,360
NP_001026862,LRRC17,441
NP_001026863,HHLA3,121
NP_001026864,SCMH1,660
NP_001026868,PRPF40B,892
NP_001026870,GASK1B,527
NP_001026871,NT5DC3,548
NP_001026873,ELP6,266
NP_001026875,CT55,264
NP_001026879,RNLS,342
NP_001026880,KLHL7,586
NP_001026881,ERGIC1,290
NP_001026882,TRMT11,463
NP_001026883,MCUR1,359
NP_001026885,IQCH,1027
NP_001026886,NABP1,204
NP_001026887,CRELD1,422
NP_001026890,GSTCD,633
NP_001026891,ZNF613,617
NP_001026892,ATAT1,409
NP_001026893,DNAJB14,379
NP_001026895,DDX59,619
NP_001026896,C19orf12,152
NP_001026897,MRI1,369
NP_001026904,FDX2,186
NP_001026907,CCDC78,438
NP_001026908,TMEM150A,271
NP_001026909,ASB9,294
NP_001026913,CFAP206,622
NP_001026915,RIBC1,379
NP_001026916,VSTM4,320
NP_001026918,C12orf40,652
NP_001026919,LYPD5,251
NP_001026971,LIMK2,686
NP_001026973,LLGL2,1020
NP_001026976,ALDH3A2,508
NP_001026997,BOLA2,152
NP_001027,RYR3,4870
NP_001027004,RAB40AL,278
NP_001027006,KCNU1,1149
NP_001027009,C8orf49,230
NP_001027024,INSC,579
NP_001027025,ACCSL,568
NP_001027026,LONRF3,759
NP_001027564,PLGLB1,96
NP_001027581,OAS1,414
NP_001028189,DEFB135,77
NP_001028190,DEFB136,78
NP_001028198,TMEM259,620
NP_001028202,FAIM,213
NP_001028218,CYBC1,187
NP_001028229,MAGI1,1462
NP_001028252,TAAR2,351
NP_001028254,MYCL,394
NP_001028260,NGRN,291
NP_001028285,ENTPD8,495
NP_001028725,SPECC1,1068
NP_001028733,PHF12,1004
NP_001028736,FAM229B,80
NP_001028740,RHOT1,691
NP_001028747,DUSP28,176
NP_001028774,MTUS2,1369
NP_001028849,CABP1,370
NP_001028891,ZNF404,552
NP_001029027,DCLRE1C,692
NP_001029097,TIAL1,392
NP_001029249,H4C15,103
NP_001029344,SLC25A52,307
NP_001029345,ALDH1L2,923
NP_001029366,EXOSC9,456
NP_001030,SCNN1G,649
NP_001030004,SSX4B,188
NP_001030013,ITPRIPL2,535
NP_001030014,PTCHD3,767
NP_001030017,GALNTL6,601
NP_001030022,RETREG1,497
NP_001030024,SMOC1,435
NP_001030025,RPGR,1152
NP_001030126,SORBS1,1292
NP_001030177,C18orf32,76
NP_001030312,SRA1,236
NP_001030331,FAM102A,384
NP_001031,SHBG,402
NP_001032,SI,1827
NP_001032208,AGAP1,857
NP_001032221,CNTROB,925
NP_001032237,CYS1,158
NP_001032238,ACOT1,421
NP_001032240,FAM220A,259
NP_001032242,FOXK1,733
NP_001032248,ACOT9,448
NP_001032302,MAJIN,216
NP_001032394,PLPPR5,321
NP_001032406,CNGA4,575
NP_001032408,SMIM21,101
NP_001032412,HELZ2,2649
NP_001032457,DEFB109B,87
NP_001032519,RUFY3,620
NP_001032586,DEFB110,67
NP_001032588,DEFB114,69
NP_001032589,DEFB124,71
NP_001032590,NBPF8,942
NP_001032629,SCML1,329
NP_001032647,HEPN1,88
NP_001032671,SCD5,330
NP_001032726,BTF3,206
NP_001032755,CASTOR1,329
NP_001032757,DEFB107A,70
NP_001032760,C12orf74,190
NP_001032818,DEFB113,82
NP_001032819,DEFB115,88
NP_001032820,DEFB116,102
NP_001032821,DEFB128,93
NP_001032824,ZNF630,657
NP_001032852,COL28A1,1125
NP_001032893,DEFB130A,79
NP_001032895,NCKAP5L,1334
NP_001032902,ZNF284,593
NP_001032903,GAB4,574
NP_001033,SLC2A4,509
NP_001033043,DIXDC1,683
NP_001033073,SLC38A10,1119
NP_001033692,MARVELD2,558
NP_001033722,RSPO1,263
NP_001033729,GOLGA6A,693
NP_001033794,GPR149,731
NP_001034118,LRTM2,370
NP_001034180,PRPS2,321
NP_001034200,TRIM71,868
NP_001034201,FER1L6,1857
NP_001034216,ZNF718,478
NP_001034221,ICAM4,272
NP_001034229,C20orf27,199
NP_001034230,TRIOBP,2365
NP_001034241,RGS21,152
NP_001034254,MRGPRE,312
NP_001034271,BOLA2B,86
NP_001034300,ATAD3C,411
NP_001034302,CEACAM16,425
NP_001034437,EFEMP1,493
NP_001034449,ZBTB7C,619
NP_001034450,PRAMEF10,474
NP_001034451,ATP6V1C2,427
NP_001034463,CCDC183,534
NP_001034485,MPEG1,716
NP_001034486,TBC1D28,210
NP_001034553,MROH7,1323
NP_001034558,MARK2,788
NP_001034568,AREL1,823
NP_001034585,CATSPERZ,200
NP_001034589,VWA5B1,1215
NP_001034592,PRSS53,553
NP_001034612,CHRNA1,482
NP_001034636,GK5,529
NP_001034637,KLHL35,583
NP_001034656,RPS4Y2,263
NP_001034658,AP1S3,154
NP_001034662,SEC14L1,719
NP_001034669,MAP9,647
NP_001034671,PNCK,426
