Gene,Transcript,Prot_length
ARHGAP4,NM_001164741,986
ARHGAP40,NM_001164431,674
ARHGAP42,NM_152432,874
ARHGAP44,NM_014859,818
ARHGAP45,NM_001258328,1152
ARHGAP5,NM_001030055,1502
ARHGAP6,NM_013427,974
ARHGAP8,NM_001017526,464
ARHGAP9,NM_001319850,750
ARHGDIA,NM_001301242,337
ARHGDIB,NM_001175,201
ARHGDIG,NM_001176,225
ARHGEF1,NM_199002,927
ARHGEF10,NM_001308153,1368
ARHGEF10L,NM_018125,1279
ARHGEF11,NM_198236,1562
ARHGEF12,NM_015313,1544
ARHGEF15,NM_025014,841
ARHGEF16,NM_014448,709
ARHGEF17,NM_014786,2063
ARHGEF18,NM_001130955,1119
ARHGEF19,NM_153213,802
ARHGEF2,NM_001162383,986
ARHGEF25,NM_001111270,619
ARHGEF26,NM_001251962,871
ARHGEF28,NM_001080479,1731
ARHGEF3,NM_001128615,558
ARHGEF33,NM_001145451,870
ARHGEF35,NM_001003702,484
ARHGEF37,NM_001001669,675
ARHGEF38,NM_001242729,777
ARHGEF39,NM_032818,335
ARHGEF4,NM_015320,690
ARHGEF40,NM_018071,1519
ARHGEF5,NM_005435,1597
ARHGEF6,NM_004840,776
ARHGEF7,NM_001113511,803
ARHGEF9,NM_015185,516
ARID1A,NM_006015,2285
ARID1B,NM_017519,2319
ARID2,NM_152641,1835
ARID3A,NM_005224,593
ARID3B,NM_001307939,561
ARID3C,NM_001017363,412
ARID4A,NM_002892,1257
ARID4B,NM_001206794,1312
ARID5A,NM_001319085,648
ARID5B,NM_032199,1188
ARIH1,NM_005744,557
ARIH2,NM_001349213,516
ARIH2OS,NM_001123040,290
ARL1,NM_001177,181
ARL10,NM_001317948,276
ARL11,NM_138450,196
ARL13A,NM_001162491,256
ARL13B,NM_001174150,428
ARL14,NM_025047,192
ARL14EP,NM_152316,260
ARL14EPL,NM_001195581,152
ARL15,NM_019087,204
ARL16,NM_001040025,197
ARL2,NM_001667,184
ARL2BP,NM_012106,163
ARL3,NM_004311,182
ARL4A,NM_001037164,200
ARL4C,NM_001282431,201
ARL4D,NM_001661,201
ARL5A,NM_012097,179
ARL5B,NM_178815,179
ARL5C,NM_001143968,179
ARL6,NM_001323513,193
ARL6IP1,NM_015161,203
ARL6IP4,NM_018694,421
ARL6IP5,NM_006407,188
ARL6IP6,NM_152522,226
ARL8A,NM_138795,186
ARL8B,NM_018184,186
ARL9,NM_206919,123
ARMC1,NM_018120,282
ARMC10,NM_031905,343
ARMC12,NM_145028,367
ARMC2,NM_032131,867
ARMC3,NM_173081,872
ARMC4,NM_001290020,1044
ARMC5,NM_001288767,1030
ARMC6,NM_001199196,501
ARMC7,NM_024585,198
ARMC8,NM_015396,659
ARMC9,NM_001291656,665
ARMCX1,NM_016608,453
ARMCX2,NM_001282231,632
ARMCX3,NM_016607,379
ARMCX4,NM_001256155,2290
ARMCX5,NM_001168478,558
ARMCX5-GPRASP2,NM_001199818,838
ARMCX6,NM_001009584,300
ARMH1,NM_001145636,440
ARMH2,NM_001282492,230
ARMH3,NM_024541,689
ARMH4,NM_001001872,774
ARMS2,NM_001099667,107
ARMT1,NM_024573,441
ARNT,NM_001668,789
ARNT2,NM_014862,717
ARNTL,NM_001297719,626
ARNTL2,NM_020183,636
ARPC1A,NM_006409,370
ARPC1B,NM_005720,372
ARPC2,NM_005731,300
ARPC3,NM_001278556,178
ARPC4,NM_001198780,187
ARPC4-TTLL3,NM_001198793,625
ARPC5,NM_001270439,154
ARPC5L,NM_030978,153
ARPIN,NM_182616,226
ARPIN-AP3S2,NM_001199058,394
ARPP19,NM_001306191,131
ARPP21,NM_001267619,813
ARR3,NM_004312,388
ARRB1,NM_004041,418
ARRB2,NM_001257328,430
ARRDC1,NM_001317968,442
ARRDC2,NM_015683,407
ARRDC3,NM_020801,414
ARRDC4,NM_183376,418
ARRDC5,NM_001080523,328
ARSA,NM_000487,509
ARSB,NM_000046,533
ARSD,NM_001669,593
ARSF,NM_001201538,590
ARSG,NM_001267727,525
ARSH,NM_001011719,562
ARSI,NM_001012301,569
ARSJ,NM_024590,599
ARSK,NM_198150,536
ARSL,NM_001282628,614
ART1,NM_004314,327
ART3,NM_001130016,389
ART4,NM_021071,314
ART5,NM_001079536,291
ARTN,NM_001136215,228
ARV1,NM_001346992,304
ARVCF,NM_001670,962
ARX,NM_139058,562
AS3MT,NM_020682,375
ASAH1,NM_004315,411
ASAH2,NM_019893,780
ASAH2B,NM_001079516,165
ASAP1,NM_018482,1129
ASAP2,NM_003887,1006
ASAP3,NM_017707,903
ASB1,NM_001040445,335
ASB10,NM_001142459,467
ASB11,NM_080873,323
ASB12,NM_130388,318
ASB13,NM_024701,278
ASB14,NM_001142733,587
ASB15,NM_001290258,588
ASB16,NM_080863,453
ASB17,NM_080868,295
ASB18,NM_212556,466
ASB2,NM_001202429,635
ASB3,NM_016115,518
ASB4,NM_016116,426
ASB5,NM_080874,329
ASB6,NM_017873,421
ASB7,NM_198243,318
ASB8,NM_001319296,288
ASB9,NM_001031739,294
ASCC1,NM_001198799,400
ASCC2,NM_032204,757
ASCC3,NM_006828,2202
ASCL1,NM_004316,236
ASCL2,NM_005170,193
ASCL3,NM_020646,181
ASCL4,NM_203436,173
ASCL5,NM_001270601,206
ASF1A,NM_014034,204
ASF1B,NM_018154,202
ASGR1,NM_001671,291
ASGR2,NM_001181,311
ASH1L,NM_018489,2964
ASH2L,NM_004674,628
ASIC1,NM_020039,574
ASIC2,NM_183377,563
ASIC3,NM_020321,549
ASIC4,NM_018674,666
ASIC5,NM_017419,505
ASIP,NM_001672,132
ASL,NM_000048,464
ASMT,NM_001171038,373
ASMTL,NM_004192,621
ASNS,NM_001673,561
ASNSD1,NM_019048,643
ASPA,NM_000049,313
ASPDH,NM_001114598,283
ASPG,NM_001080464,573
ASPH,NM_004318,758
ASPHD1,NM_181718,390
ASPHD2,NM_020437,369
ASPM,NM_018136,3477
ASPN,NM_017680,379
ASPRV1,NM_152792,343
ASPSCR1,NM_001251888,647
ASRGL1,NM_001083926,308
ASS1,NM_000050,412
ASTE1,NM_001288950,704
ASTL,NM_001002036,431
ASTN1,NM_004319,1294
ASTN2,NM_014010,1288
ASXL1,NM_015338,1541
ASXL2,NM_018263,1435
ASXL3,NM_030632,2248
ASZ1,NM_130768,475
ATAD1,NM_001321967,361
ATAD2,NM_014109,1390
ATAD2B,NM_017552,1458
ATAD3A,NM_018188,634
ATAD3B,NM_031921,648
ATAD3C,NM_001039211,411
ATAD5,NM_024857,1844
ATAT1,NM_001031722,409
ATCAY,NM_033064,371
ATE1,NM_001001976,518
ATF1,NM_005171,271
ATF2,NM_001256090,505
ATF3,NM_001030287,181
ATF4,NM_001675,351
ATF5,NM_001193646,282
ATF6,NM_007348,670
ATF6B,NM_004381,703
ATF7,NM_006856,483
ATF7IP,NM_181352,1278
ATF7IP2,NM_024997,682
ATG10,NM_001131028,220
ATG101,NM_001098673,218
ATG12,NM_004707,140
ATG13,NM_001205119,550
ATG14,NM_014924,492
ATG16L1,NM_030803,607
ATG16L2,NM_033388,619
ATG2A,NM_015104,1938
ATG2B,NM_018036,2078
ATG3,NM_022488,314
ATG4A,NM_052936,398
ATG4B,NM_013325,393
ATG4C,NM_032852,458
ATG4D,NM_032885,474
ATG5,NM_001286106,275
ATG7,NM_001349232,703
ATG9A,NM_001077198,839
ATIC,NM_004044,592
ATL1,NM_015915,558
ATL2,NM_001330463,584
ATL3,NM_015459,541
ATM,NM_000051,3056
ATMIN,NM_015251,823
ATN1,NM_001007026,1190
ATOH1,NM_005172,354
ATOH7,NM_145178,152
ATOH8,NM_032827,321
ATOX1,NM_004045,68
ATP10A,NM_024490,1499
ATP10B,NM_025153,1461
ATP10D,NM_020453,1426
ATP11A,NM_032189,1191
ATP11AUN,NM_207440,121
ATP11B,NM_014616,1177
ATP11C,NM_173694,1132
ATP12A,NM_001185085,1045
ATP13A1,NM_020410,1204
ATP13A2,NM_022089,1180
ATP13A3,NM_024524,1226
ATP13A4,NM_032279,1196
ATP13A5,NM_198505,1218
ATP1A1,NM_000701,1023
ATP1A2,NM_000702,1020
ATP1A3,NM_001256214,1026
ATP1A4,NM_144699,1029
ATP1B1,NM_001677,303
ATP1B2,NM_001678,290
ATP1B3,NM_001679,279
ATP1B4,NM_001142447,357
ATP23,NM_033276,246
ATP2A1,NM_173201,1001
ATP2A2,NM_170665,1042
ATP2A3,NM_174953,1052
ATP2B1,NM_001682,1220
ATP2B2,NM_001001331,1243
ATP2B3,NM_001001344,1220
ATP2B4,NM_001684,1205
ATP2C1,NM_001199180,973
ATP2C2,NM_001286527,975
ATP4A,NM_000704,1035
ATP4B,NM_000705,291
ATP5F1A,NM_001001937,553
ATP5F1B,NM_001686,529
ATP5F1C,NM_001001973,298
ATP5F1D,NM_001001975,168
ATP5F1E,NM_006886,51
ATP5IF1,NM_016311,106
ATP5MC1,NM_001002027,136
ATP5MC2,NM_001002031,157
ATP5MC3,NM_001002258,142
ATP5MD,NM_001206426,58
ATP5ME,NM_007100,69
ATP5MF,NM_004889,94
ATP5MF-PTCD1,NM_001198879,749
ATP5MG,NM_006476,103
ATP5MGL,NM_001165877,100
ATP5MPL,NM_001127393,75
ATP5PB,NM_001688,256
ATP5PD,NM_006356,161
ATP5PF,NM_001003701,116
ATP5PO,NM_001697,213
ATP6AP1,NM_001183,470
ATP6AP1L,NM_001349374,325
ATP6AP2,NM_005765,350
ATP6V0A1,NM_001130020,838
ATP6V0A2,NM_012463,856
ATP6V0A4,NM_020632,840
ATP6V0B,NM_001294333,261
ATP6V0C,NM_001198569,155
ATP6V0D1,NM_004691,351
ATP6V0D2,NM_152565,350
ATP6V0E1,NM_003945,81
ATP6V0E2,NM_001289990,236
ATP6V1A,NM_001690,617
ATP6V1B1,NM_001692,513
ATP6V1B2,NM_001693,511
ATP6V1C1,NM_001695,382
ATP6V1C2,NM_001039362,427
ATP6V1D,NM_015994,247
ATP6V1E1,NM_001696,226
ATP6V1E2,NM_001318063,226
ATP6V1F,NM_001198909,147
ATP6V1FNB,NM_001195150,176
ATP6V1G1,NM_004888,118
ATP6V1G2,NM_130463,118
ATP6V1G3,NM_001320218,124
ATP6V1H,NM_015941,483
ATP7A,NM_000052,1500
ATP7B,NM_000053,1465
ATP8A1,NM_006095,1164
ATP8A2,NM_016529,1188
ATP8B1,NM_005603,1251
ATP8B2,NM_020452,1223
ATP8B3,NM_138813,1300
ATP8B4,NM_024837,1192
ATP9A,NM_006045,1047
ATP9B,NM_198531,1147
ATPAF1,NM_022745,351
ATPAF2,NM_145691,289
ATPSCKMT,NM_199133,233
ATR,NM_001184,2644
ATRAID,NM_080592,284
ATRIP,NM_130384,791
ATRN,NM_139321,1429
ATRNL1,NM_207303,1379
ATRX,NM_000489,2492
ATXN1,NM_000332,815
ATXN10,NM_013236,475
ATXN1L,NM_001137675,689
ATXN2,NM_002973,1153
ATXN2L,NM_148414,1097
ATXN3,NM_004993,361
ATXN3L,NM_001135995,355
ATXN7,NM_001177387,945
ATXN7L1,NM_020725,861
ATXN7L2,NM_001350174,763
ATXN7L3,NM_020218,354
ATXN7L3B,NM_001136262,97
AUH,NM_001698,339
AUNIP,NM_001287490,371
AUP1,NM_181575,410
AURKA,NM_001323303,403
AURKAIP1,NM_001127229,199
AURKB,NM_001284526,345
AURKC,NM_001015878,309
AUTS2,NM_015570,1259
AVEN,NM_020371,362
AVIL,NM_006576,819
AVL9,NM_015060,648
AVP,NM_000490,164
AVPI1,NM_021732,147
AVPR1A,NM_000706,418
AVPR1B,NM_000707,424
AVPR2,NM_000054,371
AWAT1,NM_001013579,328
AWAT2,NM_001002254,333
AXDND1,NM_144696,1012
AXIN1,NM_003502,862
AXIN2,NM_004655,843
AXL,NM_021913,894
AZGP1,NM_001185,298
AZI2,NM_022461,392
AZIN1,NM_015878,448
AZIN2,NM_001301825,480
AZU1,NM_001700,251
B2M,NM_004048,119
B3GALNT1,NM_001349162,451
B3GALNT2,NM_152490,500
B3GALT1,NM_020981,326
B3GALT2,NM_003783,422
B3GALT4,NM_003782,378
B3GALT5,NM_033172,314
B3GALT6,NM_080605,329
B3GAT1,NM_018644,334
B3GAT2,NM_080742,323
B3GAT3,NM_012200,335
B3GLCT,NM_194318,498
B3GNT2,NM_001319075,397
B3GNT3,NM_014256,372
B3GNT4,NM_030765,378
B3GNT5,NM_032047,378
B3GNT7,NM_145236,401
B3GNT8,NM_198540,397
B3GNT9,NM_033309,402
B3GNTL1,NM_001009905,361
B4GALNT1,NM_001478,533
B4GALNT2,NM_153446,566
B4GALNT3,NM_173593,998
B4GALNT4,NM_178537,1039
B4GALT1,NM_001497,398
B4GALT2,NM_030587,401
B4GALT3,NM_001199873,393
B4GALT4,NM_003778,344
B4GALT5,NM_004776,388
B4GALT6,NM_004775,382
B4GALT7,NM_007255,327
B4GAT1,NM_006876,415
B9D1,NM_001243473,257
B9D2,NM_030578,175
BAALC,NM_024812,145
BAAT,NM_001127610,418
BABAM1,NM_001033549,329
BABAM2,NM_001329114,472
BACE1,NM_012104,501
BACE2,NM_012105,518
BACH1,NM_001186,736
BACH2,NM_001170794,841
BAD,NM_004322,168
BAG1,NM_004323,345
BAG2,NM_004282,211
BAG3,NM_004281,575
BAG4,NM_004874,457
BAG5,NM_001015049,488
BAG6,NM_004639,1132
BAGE2,NM_182482,109
BAGE3,NM_182481,109
BAHD1,NM_014952,780
BAIAP2,NM_017451,552
BAIAP2L1,NM_018842,511
BAIAP2L2,NM_025045,529
BAIAP3,NM_003933,1187
BAK1,NM_001188,211
BAMBI,NM_012342,260
BANF1,NM_001143985,89
BANF2,NM_001159495,97
BANK1,NM_017935,785
BANP,NM_001173543,519
BAP1,NM_004656,729
BARD1,NM_000465,777
BARHL1,NM_020064,327
BARHL2,NM_020063,387
BARX1,NM_021570,254
BARX2,NM_003658,279
BASP1,NM_001271606,227
BATF,NM_006399,125
BATF2,NM_138456,274
BATF3,NM_018664,127
BAX,NM_001291428,221
BAZ1A,NM_013448,1556
BAZ1B,NM_032408,1483
BAZ2A,NM_013449,1905
BAZ2B,NM_013450,2168
BBC3,NM_001127240,261
BBIP1,NM_001195304,103
BBOF1,NM_025057,529
BBOX1,NM_003986,387
BBS1,NM_024649,593
BBS10,NM_024685,723
BBS12,NM_001178007,710
BBS2,NM_031885,721
BBS4,NM_033028,519
BBS5,NM_152384,341
BBS7,NM_176824,715
BBS9,NM_001348041,908
BBX,NM_001142568,941
BCAM,NM_005581,628
BCAN,NM_021948,911
BCAP29,NM_001008405,348
BCAP31,NM_001139457,313
BCAR1,NM_001170714,916
BCAR3,NM_001261408,825
BCAS1,NM_003657,584
BCAS2,NM_005872,225
BCAS3,NM_001330413,950
BCAS4,NM_017843,211
BCAT1,NM_001178093,398
BCAT2,NM_001190,392
BCCIP,NM_016567,322
BCDIN3D,NM_181708,292
BCHE,NM_000055,602
BCKDHA,NM_000709,445
BCKDHB,NM_000056,392
BCKDK,NM_005881,412
BCL10,NM_003921,233
BCL11A,NM_022893,835
BCL11B,NM_138576,894
BCL2,NM_000633,239
BCL2A1,NM_004049,175
BCL2L1,NM_001317919,233
BCL2L10,NM_001306168,241
BCL2L11,NM_138621,198
BCL2L12,NM_138639,334
BCL2L13,NM_001270726,509
BCL2L14,NM_138722,327
BCL2L15,NM_001010922,163
BCL2L2,NM_001199839,193
BCL2L2-PABPN1,NM_001199864,333
BCL3,NM_005178,454
BCL6,NM_001130845,706
BCL6B,NM_181844,479
BCL7A,NM_020993,231
BCL7B,NM_001301061,213
BCL7C,NM_001286526,242
BCL9,NM_004326,1426
BCL9L,NM_182557,1499
BCLAF1,NM_014739,920
BCLAF3,NM_198279,682
BCO1,NM_017429,547
BCO2,NM_031938,579
BCOR,NM_001123385,1755
BCORL1,NM_001184772,1785
BCR,NM_004327,1271
BCS1L,NM_001079866,419
BDH1,NM_004051,343
BDH2,NM_020139,245
BDKRB1,NM_000710,353
BDKRB2,NM_000623,391
BDNF,NM_001143810,329
BDP1,NM_018429,2624
BEAN1,NM_001178020,259
BECN1,NM_001313998,450
BECN2,NM_001290693,431
BEGAIN,NM_001159531,593
BEND2,NM_153346,799
BEND3,NM_001080450,828
BEND4,NM_207406,534
BEND5,NM_024603,421
BEND6,NM_152731,279
BEND7,NM_152751,468
BEST1,NM_001139443,604
BEST2,NM_017682,509
BEST3,NM_032735,668
BEST4,NM_153274,473
BET1,NM_005868,118
BET1L,NM_001098787,111
BEX1,NM_018476,125
BEX2,NM_001168399,160
BEX3,NM_001282674,191
BEX4,NM_001080425,120
BEX5,NM_001012978,111
BFAR,NM_016561,450
BFSP1,NM_001195,665
BFSP2,NM_003571,415
BGLAP,NM_199173,100
BGN,NM_001711,368
BHLHA15,NM_177455,189
BHLHA9,NM_001164405,235
BHLHB9,NM_001142524,547
BHLHE22,NM_152414,381
BHLHE23,NM_080606,241
BHLHE40,NM_003670,412
BHLHE41,NM_030762,482
BHMG1,NM_001310124,638
BHMT,NM_001713,406
BHMT2,NM_017614,363
BICC1,NM_001080512,974
BICD1,NM_001714,975
BICD2,NM_001003800,855
BICDL1,NM_207311,573
BICDL2,NM_001103175,508
BICRA,NM_015711,1560
BICRAL,NM_001318819,1079
BID,NM_197966,241
BIK,NM_001197,160
BIN1,NM_139343,593
BIN2,NM_016293,565
BIN3,NM_018688,253
BIRC2,NM_001166,618
BIRC3,NM_001165,604
BIRC5,NM_001012271,165
BIRC6,NM_016252,4857
BIRC7,NM_139317,298
BIRC8,NM_033341,236
BIVM,NM_017693,503
BIVM-ERCC5,NM_001204425,1640
BLCAP,NM_001167820,87
BLID,NM_001001786,108
BLK,NM_001715,505
BLM,NM_000057,1417
BLMH,NM_000386,455
BLNK,NM_013314,456
BLOC1S1,NM_001487,153
BLOC1S2,NM_173809,142
BLOC1S3,NM_212550,202
BLOC1S4,NM_018366,217
BLOC1S5,NM_201280,187
BLOC1S6,NM_001311255,177
BLVRA,NM_000712,296
BLVRB,NM_000713,206
BLZF1,NM_001320973,400
BMERB1,NM_033201,204
BMF,NM_001003940,184
BMI1,NM_005180,326
BMP1,NM_006129,986
BMP10,NM_014482,424
BMP15,NM_005448,392
BMP2,NM_001200,396
BMP2K,NM_198892,1161
BMP3,NM_001201,472
BMP4,NM_001347912,455
BMP5,NM_021073,454
BMP6,NM_001718,513
BMP7,NM_001719,431
BMP8A,NM_181809,402
BMP8B,NM_001720,402
BMPER,NM_133468,685
BMPR1A,NM_004329,532
BMPR1B,NM_001256793,532
BMPR2,NM_001204,1038
BMS1,NM_014753,1282
BMT2,NM_152556,405
BMX,NM_001721,675
BNC1,NM_001717,994
BNC2,NM_017637,1099
BNIP1,NM_013979,271
BNIP2,NM_001320675,376
BNIP3,NM_004052,259
BNIP3L,NM_004331,219
BNIP5,NM_001010903,652
BNIPL,NM_138278,357
BOC,NM_001301861,1115
BOD1,NM_138369,185
BOD1L1,NM_148894,3051
BOD1L2,NM_001257964,172
BOK,NM_032515,212
BOLA1,NM_001321025,137
BOLA2-SMG1P6,NM_001320622,305
BOLA3,NM_212552,107
BOLL,NM_001284361,339
BOP1,NM_015201,746
BORA,NM_001286746,559
BORCS5,NM_058169,196
BORCS6,NM_017622,357
BORCS7,NM_001136200,106
BORCS8,NM_001145784,119
BORCS8-MEF2B,NM_005919,365
BPGM,NM_001293085,259
BPHL,NM_004332,291
BPI,NM_001725,483
BPIFA1,NM_001243193,256
BPIFA2,NM_001319164,249
BPIFA3,NM_178466,254
BPIFB1,NM_033197,484
BPIFB2,NM_025227,458
BPIFB3,NM_182658,476
BPIFB4,NM_182519,614
BPIFB6,NM_174897,453
BPIFC,NM_174932,507
BPNT1,NM_006085,308
BPTF,NM_182641,2920
BRAF,NM_004333,766
BRAP,NM_006768,592
BRAT1,NM_001350626,881
BRCA1,NM_007300,1884
BRCA2,NM_000059,3418
BRCC3,NM_024332,316
BRD1,NM_001304808,1189
BRD2,NM_001199455,836
BRD3,NM_007371,726
BRD4,NM_058243,1362
BRD7,NM_001173984,652
BRD8,NM_139199,1235
BRD9,NM_023924,597
BRDT,NM_001242806,951
BRF1,NM_001519,677
BRF2,NM_018310,419
BRI3,NM_015379,125
BRI3BP,NM_080626,251
BRICD5,NM_182563,228
BRINP1,NM_014618,761
BRINP2,NM_021165,783
BRINP3,NM_199051,766
BRIP1,NM_032043,1249
BRIX1,NM_018321,353
BRK1,NM_018462,75
BRMS1,NM_001024957,290
BRMS1L,NM_032352,323
BROX,NM_144695,411
BRPF1,NM_001003694,1220
BRPF3,NM_015695,1205
BRS3,NM_001727,399
BRSK1,NM_032430,778
BRSK2,NM_001256630,766
BRWD1,NM_018963,2320
BRWD3,NM_153252,1802
BSCL2,NM_001122955,462
BSDC1,NM_001300958,474
BSG,NM_001728,385
BSN,NM_003458,3926
BSND,NM_057176,320
BSPH1,NM_001128326,132
BSPRY,NM_001317943,407
BST1,NM_004334,318
BST2,NM_004335,180
BSX,NM_001098169,233
BTAF1,NM_003972,1849
BTBD1,NM_025238,482
BTBD10,NM_001297742,483
BTBD11,NM_001018072,1104
BTBD16,NM_001318189,507
BTBD17,NM_001080466,478
BTBD18,NM_001145101,712
BTBD19,NM_001136537,291
BTBD2,NM_017797,525
BTBD3,NM_181443,565
BTBD6,NM_033271,485
BTBD7,NM_001002860,1132
BTBD8,NM_015237,1279
BTBD9,NM_001099272,612
BTC,NM_001729,178
BTD,NM_000060,543
BTF3,NM_001037637,206
BTF3L4,NM_152265,158
BTG1,NM_001731,171
BTG2,NM_006763,158
BTG3,NM_001130914,296
BTG4,NM_017589,223
BTK,NM_001287344,693
BTLA,NM_181780,289
BTN1A1,NM_001732,526
BTN2A1,NM_007049,527
BTN2A2,NM_001197237,523
BTN3A1,NM_007048,513
BTN3A2,NM_001197246,334
BTN3A3,NM_006994,584
BTNL10,NM_001287262,208
BTNL2,NM_001304561,482
BTNL3,NM_197975,466
BTNL8,NM_001040462,500
BTNL9,NM_152547,535
BTRC,NM_033637,605
BUB1,NM_004336,1085
BUB1B,NM_001211,1050
BUB1B-PAK6,NM_001128628,681
BUB3,NM_004725,328
BUD13,NM_032725,619
BUD23,NM_001202560,298
BUD31,NM_003910,144
BVES,NM_001199563,360
BYSL,NM_004053,437
BZW1,NM_001207068,451
BZW2,NM_001159767,419
C10orf105,NM_001164375,133
C10orf111,NM_153244,155
C10orf113,NM_001010896,155
C10orf120,NM_001010912,335
C10orf126,NM_001278522,172
C10orf142,NM_001258000,130
C10orf25,NM_001039380,122
C10orf53,NM_182554,157
C10orf55,NM_001001791,151
C10orf62,NM_001009997,223
C10orf67,NM_001351306,237
C10orf71,NM_001135196,1435
C10orf82,NM_001330142,234
C10orf88,NM_024942,445
C10orf90,NM_001350921,796
C10orf91,NM_173541,145
C10orf95,NM_024886,257
C10orf99,NM_207373,81
C11orf1,NM_022761,150
C11orf16,NM_020643,467
C11orf21,NM_001142946,178
C11orf24,NM_022338,449
C11orf40,NM_144663,217
C11orf42,NM_173525,333
C11orf44,NM_001271983,122
C11orf45,NM_001256088,145
C11orf49,NM_001003677,337
C11orf52,NM_080659,123
C11orf53,NM_198498,288
C11orf54,NM_001286067,315
C11orf58,NM_014267,183
C11orf65,NM_152587,313
C11orf68,NM_001135635,293
C11orf71,NM_019021,147
C11orf80,NM_024650,677
C11orf86,NM_001136485,115
C11orf87,NM_207645,197
C11orf88,NM_207430,196
C11orf91,NM_001166692,193
C11orf94,NM_001080446,98
C11orf95,NM_001144936,678
C11orf96,NM_001145033,122
C11orf97,NM_001190462,126
C11orf98,NM_001286086,123
C12orf10,NM_021640,376
C12orf29,NM_001009894,325
C12orf4,NM_001304811,552
C12orf40,NM_001031748,652
C12orf42,NM_001099336,360
C12orf43,NM_001286191,293
C12orf45,NM_152318,185
C12orf49,NM_024738,205
C12orf50,NM_152589,414
C12orf54,NM_152319,127
C12orf56,NM_001170633,622
C12orf57,NM_001301834,126
C12orf60,NM_175874,245
C12orf65,NM_001143905,166
C12orf66,NM_001300940,468
C12orf71,NM_001080406,269
C12orf73,NM_001135570,71
C12orf74,NM_001037671,190
C12orf75,NM_001145199,63
C12orf76,NM_207435,135
C12orf77,NM_001101339,145
C12orf80,NM_001242696,143
C14orf119,NM_017924,140
C14orf132,NM_001289139,114
C14orf177,NM_001346978,125
C14orf178,NM_174943,122
C14orf180,NM_001286399,177
C14orf28,NM_001017923,310
C14orf39,NM_174978,587
C14orf93,NM_001130706,538
C15orf32,NM_153040,178
C15orf39,NM_015492,1047
C15orf40,NM_001160113,167
C15orf41,NM_001321761,287
C15orf48,NM_032413,83
C15orf53,NM_207444,179
C15orf56,NM_001039905,161
C15orf61,NM_001143936,157
C15orf62,NM_001130448,175
C15orf65,NM_001198784,121
C16orf46,NM_152337,395
C16orf47,NM_207385,133
C16orf54,NM_175900,224
C16orf58,NM_022744,468
C16orf70,NM_001320540,422
C16orf71,NM_139170,520
C16orf72,NM_014117,275
C16orf74,NM_206967,76
C16orf78,NM_144602,265
C16orf82,NM_001145545,154
C16orf86,NM_001012984,317
C16orf87,NM_001001436,154
C16orf89,NM_152459,402
C16orf90,NM_001080524,182
C16orf91,NM_001272051,132
C16orf92,NM_001109660,132
C16orf95,NM_001195124,239
C16orf96,NM_001145011,1141
C16orf97,NM_001242473,126
C17orf100,NM_001105520,118
C17orf102,NM_207454,167
C17orf107,NM_001145536,190
C17orf112,NM_001243552,114
C17orf49,NM_001142798,192
C17orf50,NM_145272,174
C17orf51,NM_001113434,221
C17orf58,NM_181655,97
C17orf64,NM_181707,236
C17orf67,NM_001085430,90
C17orf75,NM_022344,396
C17orf77,NM_001302809,243
C17orf78,NM_173625,275
C17orf80,NM_001351264,609
C17orf82,NM_203425,251
C17orf97,NM_001013672,423
C17orf98,NM_001080465,154
C17orf99,NM_001163075,265
C18orf21,NM_031446,220
C18orf25,NM_145055,404
C18orf32,NM_001035005,76
C18orf54,NM_001288980,533
C18orf63,NM_001174123,685
C18orf65,NM_001272093,163
C19orf12,NM_001031726,152
C19orf18,NM_152474,215
C19orf25,NM_152482,118
C19orf33,NM_033520,106
C19orf38,NM_001136482,230
C19orf44,NM_032207,657
C19orf47,NM_001256440,422
C19orf48,NM_001290149,117
C19orf53,NM_014047,99
C19orf54,NM_198476,351
C19orf57,NM_001345843,807
C19orf67,NM_001277378,358
C19orf71,NM_001135580,209
C19orf73,NM_018111,129
C19orf81,NM_001195076,198
C19orf84,NM_001193623,186
C1D,NM_001190263,141
C1GALT1,NM_020156,363
C1GALT1C1,NM_001011551,318
C1GALT1C1L,NM_001101330,315
C1orf100,NM_001012970,147
C1orf105,NM_139240,183
C1orf109,NM_001350755,281
C1orf112,NM_001320047,853
C1orf115,NM_024709,142
C1orf116,NM_023938,601
C1orf122,NM_198446,110
C1orf127,NM_001170754,823
C1orf131,NM_152379,293
C1orf137,NM_001013643,98
C1orf141,NM_001276351,400
C1orf146,NM_001012425,180
C1orf158,NM_152290,194
C1orf159,NM_001330306,380
C1orf162,NM_174896,155
C1orf167,NM_001010881,1449
C1orf174,NM_207356,243
C1orf185,NM_001136508,199
C1orf189,NM_001010979,101
C1orf194,NM_001122961,157
C1orf195,NM_001278501,126
C1orf198,NM_032800,327
C1orf21,NM_030806,121
C1orf210,NM_001164829,113
C1orf216,NM_001348691,229
C1orf226,NM_001135240,315
C1orf229,NM_207401,237
C1orf35,NM_024319,263
C1orf43,NM_001098616,253
C1orf50,NM_024097,199
C1orf52,NM_198077,182
C1orf53,NM_001024594,145
C1orf54,NM_001301039,132
C1orf56,NM_017860,341
C1orf61,NM_006365,156
C1orf68,NM_001024679,250
C1orf74,NM_152485,269
C1orf87,NM_152377,546
C1orf94,NM_001134734,598
C1QA,NM_001347465,245
